book_id,goodreads_book_id,authors,original_publication_year,title,language_code
1354,51497,"Robert Louis Stevenson, Robert Mighall",1886.0,The Strange Case of Dr. Jekyll and Mr. Hyde and Other Tales of Terror,eng
1355,13027304,Emily Seife,2012.0,The Hunger Games Tribute Guide,eng
1356,3428935,Peter V. Brett,2008.0,"The Warded Man (Demon Cycle, #1)",eng
1357,29797,John Bunyan,1678.0,The Pilgrim's Progress,
1358,220968,Lee Child,2005.0,"One Shot (Jack Reacher, #9)",eng
1359,12893742,Rick Riordan,2012.0,"The Serpent's Shadow (Kane Chronicles, #3)",eng
1360,472343,Stephen King,2008.0,Duma Key,eng
1361,1278752,Kate Morton,2006.0,The House at Riverton,eng
1362,13891,Robert Jordan,2000.0,"Winter's Heart (Wheel of Time, #9)",eng
1363,91474,Jim Butcher,2006.0,"Proven Guilty (The Dresden Files, #8)",eng
1364,17876,"Fyodor Dostoyevsky, Andrew R. MacAndrew, Ben Marcus",1864.0,"Notes from Underground, White Nights, The Dream of a Ridiculous Man, and Selections from The House of the Dead",eng
1365,37380,Carson McCullers,1940.0,The Heart is a Lonely Hunter,eng
1366,16131484,Rick Yancey,2014.0,"The Infinite Sea (The 5th Wave, #2)",eng
1367,43545,T.H. White,1958.0,The Once and Future King (The Once and Future King #1-4),eng
1368,34484,Terry Pratchett,1992.0,"Small Gods (Discworld, #13)",eng
1369,368468,Christopher Paul Curtis,1999.0,"Bud, Not Buddy",eng
1370,38990,Alison Bechdel,2006.0,Fun Home: A Family Tragicomic,eng
1371,1713426,Dan Ariely,2007.0,Predictably Irrational: The Hidden Forces That Shape Our Decisions,eng
1372,16031620,أحمد مراد,2012.0,الفيل الأزرق,ara
1373,125404,Lynne Reid Banks,1980.0,"The Indian in the Cupboard (The Indian in the Cupboard, #1)",eng
1374,7743175,"Robert Jordan, Brandon Sanderson",2012.0,"A Memory of Light (Wheel of Time, #14)",eng
1375,12700353,Jesse Andrews,2012.0,Me and Earl and the Dying Girl,eng
1376,7823678,Jeff Kinney,2010.0,"The Ugly Truth (Diary of a Wimpy Kid, #5)",eng
1377,147074,Janet Evanovich,2002.0,"Janet Evanovich Three and Four Two-Book Set (Stephanie Plum, #3-4)",
1378,25019,Simon Winchester,1998.0,"The Professor and the Madman: A Tale of Murder, Insanity and the Making of the Oxford English Dictionary",eng
1379,13136,"James Patterson, Andrew Gross",2002.0,"2nd Chance (Women's Murder Club, #2)",eng
1380,15195,Art Spiegelman,1986.0,"The Complete Maus (Maus, #1-2)",eng
1381,27003,Jasper Fforde,2001.0,"The Eyre Affair (Thursday Next, #1)",eng
1382,43808,"Faye Perozich, Anne Rice, John Bolton, Daerick Gröss",1989.0,Anne Rice's The Vampire Lestat: A Graphic Novel,eng
1383,15779,"Louis Sachar, Adam McCauley",1978.0,Sideways Stories from Wayside School (Wayside School #1),eng
1384,38210,"Dalai Lama XIV, Howard C. Cutler",1998.0,The Art of Happiness,eng
1385,20819685,David Mitchell,2014.0,The Bone Clocks,eng
1386,5157,Anna Quindlen,1998.0,Black and Blue,eng
1387,7726143,"L.J. Smith, Kevin Williamson, Julie Plec",2010.0,"Origins (The Vampire Diaries: Stefan's Diaries, #1)",eng
1388,5346,John Grisham,2004.0,The Last Juror,eng
1389,22284,Chuck Palahniuk,2003.0,Diary,eng
1390,11003,Janet Evanovich,2005.0,"Eleven on Top (Stephanie Plum, #11)",eng
1391,28195,"Cornelia Funke, Anthea Bell",2005.0,"Inkspell (Inkworld, #2)",eng
1392,599,Chuck Klosterman,2003.0,"Sex, Drugs, and Cocoa Puffs: A Low Culture Manifesto",eng
1393,30933,Evelyn Waugh,1945.0,Brideshead Revisited: The Sacred and Profane Memories of Captain Charles Ryder,eng
1394,91475,Jim Butcher,2007.0,"White Night (The Dresden Files, #9)",eng
1395,18498569,Jessie Burton,2014.0,The Miniaturist,eng
1396,259836,"Margaret Weis, Tracy Hickman",1984.0,"Dragons of Autumn Twilight  (Dragonlance: Chronicles, #1)",eng
1397,37586,Eoin Colfer,2006.0,"The Lost Colony (Artemis Fowl, #5)",eng
1398,493456,Scott Westerfeld,2006.0,"Extras (Uglies, #4)",eng
1399,144349,John Flanagan,2005.0,"The Burning Bridge (Ranger's Apprentice, #2)",eng
1400,16054217,Deborah Harkness,2014.0,"The Book of Life (All Souls Trilogy, #3)",eng
1401,615570,Julia Cameron,1992.0,The Artist's Way: A Spiritual Path to Higher Creativity,eng
1402,407429,"Jon Scieszka, Lane Smith",1992.0,The Stinky Cheese Man and Other Fairly Stupid Tales,eng
1403,6587879,Joe Hill,2009.0,Horns,eng
1404,10414941,Robert K. Massie,2011.0,Catherine the Great: Portrait of a Woman,eng
1405,6080337,Margaret Atwood,2009.0,"The Year of the Flood  (MaddAddam, #2)",eng
1406,6668467,Kristin Hannah,2009.0,Winter Garden,eng
1407,5356,John Grisham,2003.0,The King of Torts,eng
1408,711901,"Marcus Luttrell, Patrick Robinson",2006.0,Lone Survivor: The Eyewitness Account of Operation Redwing and the Lost Heroes of SEAL Team 10,eng
1409,3320520,Chetan Bhagat,2008.0,The 3 Mistakes of My Life,eng
1410,16328,Agatha Christie,1926.0,"The Murder of Roger Ackroyd (Hercule Poirot, #4)",eng
1411,15622,Richard Wright,1940.0,Native Son,eng
1412,3754016,Brent Weeks,2008.0,"Shadow's Edge (Night Angel, #2)",eng
1413,11594257,Veronica Rossi,2011.0,"Under the Never Sky (Under the Never Sky, #1)",eng
1414,3464,Nicholas Sparks,2003.0,"True Believer (Jeremy Marsh & Lexie Darnell, #1)",eng
1415,10127019,Eric Ries,2011.0,The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,eng
1416,8709523,Richelle Mead,2012.0,"The Golden Lily (Bloodlines, #2)",eng
1417,426775,Lauren Weisberger,2008.0,Chasing Harry Winston,eng
1418,44688,David Eddings,1983.0,"Magician's Gambit (The Belgariad, #3)",
1419,6344097,"Roberto Aguirre-Sacasa, Stephen King, Mike Perkins, Laura       Martin",2009.0,The Stand: Captain Trips,eng
1420,767171,William L. Shirer,1960.0,The Rise and Fall of the Third Reich: A History of Nazi Germany,eng
1421,10073,Nick Hornby,2005.0,A Long Way Down,eng
1422,106134,"Jeff Smith, Steve Hamaker",1993.0,"Out from Boneville (Bone, #1)",eng
1423,10619,Stephen King,1995.0,Rose Madder,eng
1424,220969,Lee Child,1998.0,"Die Trying (Jack Reacher, #2)",eng
1425,10757833,"Kami Garcia, Margaret Stohl, Paz Pruneda",2011.0,"Beautiful Chaos (Caster Chronicles, #3)",eng
1426,10913,Jodi Picoult,1999.0,Keeping Faith,
1427,153025,Joe Hill,2007.0,Heart-Shaped Box,eng
1428,11254250,Jeff Kinney,2010.0,"Cabin Fever (Diary of a Wimpy Kid, #6)",eng
1429,3754026,Brent Weeks,2008.0,"Beyond the Shadows (Night Angel, #3)",eng
1430,29547,Lauren Weisberger,2005.0,Everyone Worth Knowing,eng
1431,7996,Brian Jacques,1986.0,"Redwall (Redwall, #1)",eng
1432,30474,"Karl Marx, Friedrich Engels, Gareth Stedman Jones",1848.0,The Communist Manifesto,eng
1433,28187230,Ruth Ware,2016.0,The Woman in Cabin 10,eng
1434,38296,James Fenimore Cooper,1826.0,The Last of the Mohicans (The Leatherstocking Tales #2),eng
1435,228560,William Styron,1979.0,Sophie's Choice,eng
1436,9417,Sophie Kinsella,2004.0,"Shopaholic and Sister (Shopaholic, #4)",eng
1437,7747064,Julie Kagawa,2010.0,The Iron Daughter,eng
1438,103610,Bruce H. Wilkinson,2000.0,The Prayer of Jabez:  Breaking Through to the Blessed Life,eng
1439,12401556,Karen Thompson Walker,2012.0,The Age of Miracles,eng
1440,1255781,Mitch Albom,2009.0,Have a Little Faith: a True Story,eng
1441,5084,"Julia Child, Alex Prud'Homme",2006.0,My Life in France,eng
1442,21844019,Graeme Simsion,2014.0,"The Rosie Effect (Don Tillman, #2)",eng
1443,11827808,Amish Tripathi,2011.0,The Secret of the Nagas (Shiva Trilogy #2),eng
1444,38501,Charles Bukowski,1982.0,Ham on Rye,
1445,331920,Wendelin Van Draanen,2001.0,Flipped,eng
1446,6486483,"Travis Bradberry, Jean Greaves, Patrick Lencioni",2003.0,Emotional Intelligence 2.0,
1447,29291,Robert McCloskey,1941.0,Make Way for Ducklings,
1448,67035,"Douglas Preston, Lincoln Child",1995.0,"Relic (Pendergast, #1)",eng
1449,28,Bill Bryson,1995.0,Notes from a Small Island,eng
1450,927979,Jim Butcher,2008.0,"Small Favor (The Dresden Files, #10)",eng
1451,6465707,Robert Kirkman,2009.0,"The Walking Dead, Compendium 1",eng
1452,85990,Shannon Hale,2005.0,"Princess Academy (Princess Academy, #1)",eng
1453,18692431,"Nicola Yoon, David Yoon",2015.0,"Everything, Everything",eng
1454,7714,George Bernard Shaw,1912.0,Pygmalion,eng
1455,13438524,Barbara Kingsolver,2012.0,Flight Behavior,eng
1456,2146957,Brandon Mull,2008.0,"Grip of the Shadow Plague (Fablehaven, #3)",eng
1457,363752,Helen Fielding,1999.0,"Bridget Jones: The Edge of Reason (Bridget Jones, #2)",eng
1458,3388,Louis de Bernières,1994.0,Corelli's Mandolin,eng
1459,15924,Nicholas Sparks,2004.0,"At First Sight (Jeremy Marsh & Lexie Darnell, #2)",eng
1460,24,Bill Bryson,2000.0,In a Sunburned Country,eng
1461,194373,Arthur Conan Doyle,1894.0,The Memoirs of Sherlock Holmes,eng
1462,11529868,Adam Johnson,2012.0,The Orphan Master's Son,eng
1463,44687,David Eddings,1984.0,"Enchanters' End Game (The Belgariad, #5)",eng
1464,991197,"Marjane Satrapi, Mattias Ripa, Blake Ferris, Anjali Singh",2003.0,The Complete Persepolis,eng
1465,187181,Chaim Potok,1967.0,The Chosen,eng
1466,321552,"Irving Stone, שמואל שניצר",1958.0,The Agony and the Ecstasy,eng
1467,4912857,"Carlos Ruiz Zafón, Lucia Graves",2008.0,"The Angel's Game (The Cemetery of Forgotten Books, #2)",eng
1468,147865,Cecelia Ahern,2004.0,"Love, Rosie",eng
1469,774001,"Peggy Parish, Fritz Siebel",1963.0,Amelia Bedelia  (Amelia Bedelia #1),eng
1470,16140036,Jodi Ellen Malpas,2012.0,"This Man (This Man, #1)",eng
1471,7723542,W. Bruce Cameron,2010.0,"A Dog's Purpose (A Dog's Purpose, #1)",eng
1472,20560137,Sabaa Tahir,2015.0,"An Ember in the Ashes (An Ember in the Ashes, #1)",eng
1473,1240662,J.R. Ward,2008.0,"Lover Enshrined (Black Dagger Brotherhood, #6)",eng
1474,15819028,Helene Wecker,2013.0,"The Golem and the Jinni (The Golem and the Jinni, #1)",eng
1475,16081961,"أحلام مستغانمي, Ahlam Mosteghanemi",2012.0,الأسود يليق بك,ara
1476,297792,"Lemony Snicket, Brett Helquist",2003.0,"The Slippery Slope (A Series of Unfortunate Events, #10)",eng
1477,31242,"Charles Dickens, Nicola Bradbury, Hablot Knight Browne",1853.0,Bleak House,eng
1478,775597,Esphyr Slobodkina,1938.0,"Caps for Sale: A Tale of a Peddler, Some Monkeys and Their Monkey Business",eng
1479,29396,Jim Butcher,2004.0,"Furies of Calderon (Codex Alera, #1)",eng
1480,13831,Tamora Pierce,1983.0,"Alanna: The First Adventure (Song of the Lioness, #1)",eng
1481,6202342,Audrey Niffenegger,2009.0,Her Fearful Symmetry,eng
1482,22450859,Anita Diamant,2014.0,The Boston Girl,eng
1483,5098079,J.R. Ward,2009.0,"Lover Avenged (Black Dagger Brotherhood, #7)",eng
1484,77565,Dan Simmons,1990.0,"The Fall of Hyperion (Hyperion Cantos, #2)",eng
1485,21704,James Ellroy,1987.0,"The Black Dahlia (L.A. Quartet, #1)",eng
1486,83346,"Lewis Carroll, John Tenniel, Peter Glassman",1871.0,"Through the Looking-Glass, and What Alice Found There",eng
1487,1848,Jung Chang,1991.0,Wild Swans: Three Daughters of China,eng
1488,460548,P.D. Eastman,1961.0,"Go, Dog. Go!",eng
1489,7882,"Laura Ingalls Wilder, Garth Williams",1937.0,"On the Banks of Plum Creek  (Little House, #4)",
1490,22453035,Stephen King,2015.0,"Finders Keepers (Bill Hodges Trilogy, #2)",eng
1491,6065215,"Guillermo del Toro, Chuck Hogan",2009.0,"The Strain (The Strain Trilogy, #1)",eng
1492,112204,"Emily Dickinson, Thomas H. Johnson",1890.0,The Complete Poems of Emily Dickinson,eng
1493,130580,Fred Gipson,1956.0,"Old Yeller (Old Yeller, #1)",eng
1494,773858,Steve Martin,2007.0,Born Standing Up: A Comic's Life,eng
1495,87640,Frank Warren,2005.0,PostSecret: Extraordinary Confessions from Ordinary Lives (PostSecret),
1496,147915,George R.R. Martin,2000.0,"A Storm of Swords: Blood and Gold (A Song of Ice and Fire, #3: Part 2 of 2)",eng
1497,348573,"Mary Norton, Beth Krush, Joe Krush",1952.0,"The Borrowers (The Borrowers, #1)",
1498,11602,Stephen King,1999.0,Hearts in Atlantis,eng
1499,28587957,Jodi Picoult,2016.0,Small Great Things,eng
1500,11298,"Haruki Murakami, Alfred Birnbaum",1982.0,"A Wild Sheep Chase (The Rat, #3)",eng
1501,252499,Philippa Gregory,2003.0,"The Queen's Fool (The Plantagenet and Tudor Novels, #12)",eng
1502,12812550,Laini Taylor,2012.0,"Days of Blood & Starlight (Daughter of Smoke & Bone, #2)",eng
1503,8682,Tom Robbins,1984.0,Jitterbug Perfume,eng
1504,144350,John Flanagan,2006.0,"The Battle for Skandia (Ranger's Apprentice, #4)",eng
1505,10576365,Alexandra Bracken,2012.0,"The Darkest Minds (The Darkest Minds, #1)",eng
1506,1427,"Paulo Coelho, Margaret Jull Costa",2005.0,The Zahir,eng
1507,1134122,Norman Vincent Peale,1952.0,The Power of Positive Thinking,eng
1508,23346377,Ruth Ware,2015.0,"In a Dark, Dark Wood",eng
1509,17728,"Edith Wharton, Nina Bawden",1905.0,The House of Mirth,eng
1510,2454986,"Hiro Mashima, William Flanagan",2006.0,"Fairy Tail, Vol. 1 (Fairy Tail, #1)",eng
1511,21535271,"Patrick Rothfuss, Nate  Taylor",2014.0,The Slow Regard of Silent Things (The Kingkiller Chronicle #2.5),eng
1512,18478222,Solomon Northup,1853.0,Twelve Years a Slave,eng
1513,7046495,J.R. Ward,2010.0,"Lover Mine (Black Dagger Brotherhood, #8)",eng
1514,17780,Nathaniel Philbrick,1999.0,In the Heart of the Sea: The Tragedy of the Whaleship Essex,eng
1515,81227,Ayaan Hirsi Ali,2006.0,Infidel,eng
1516,242472,Nassim Nicholas Taleb,2007.0,The Black Swan: The Impact of the Highly Improbable,eng
1517,13281368,Justin Cronin,2012.0,"The Twelve (The Passage, #2)",eng
1518,17125,"Aleksandr Solzhenitsyn, H.T. Willetts",1962.0,One Day in the Life of Ivan Denisovich,eng
1519,827,Neal Stephenson,1995.0,"The Diamond Age: or, A Young Lady's Illustrated Primer",eng
1520,164154,Walter M. Miller Jr.,1959.0,A Canticle for Leibowitz,eng
1521,7728,"Sophocles, J.E. Thomas",-441.0,"Antigone (The Theban Plays, #3)",eng
1522,4954833,Colm Tóibín,2009.0,Brooklyn,eng
1523,8525590,Lauren DeStefano,2011.0,"Wither (The Chemical Garden, #1)",eng
1524,27161156,J.D. Vance,2016.0,Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,eng
1525,113435,Robert Jordan,2003.0,"Crossroads of Twilight (Wheel of Time, #10)",eng
1526,35220,Stephen Crane,1871.0,The Red Badge of Courage,eng
1527,21413662,Randall Munroe,2014.0,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,eng
1528,55399,Steven Erikson,1999.0,"Gardens of the Moon (The Malazan Book of the Fallen, #1)",eng
1529,816720,Paulo Coelho,2006.0,The Witch Of Portobello,eng
1530,77276,Madeleine L'Engle,1978.0,"A Swiftly Tilting Planet (A Wrinkle in Time Quintet, #3)",eng
1531,262430,Suzanne Collins,2003.0,"Gregor the Overlander (Underland Chronicles, #1)",eng
1532,8554005,Jodi Picoult,2011.0,Sing You Home,eng
1533,31336,Anne Rice,1992.0,"The Tale of the Body Thief (The Vampire Chronicles, #4)",eng
1534,15158,David Baldacci,2005.0,"The Camel Club (Camel Club, #1)",eng
1535,33676,James Patterson,2006.0,"Saving the World and Other Extreme Sports (Maximum Ride, #3)",eng
1536,43892,Terry Goodkind,1996.0,"Blood of the Fold (Sword of Truth, #3)",eng
1537,16180,Philippa Gregory,2006.0,"The Boleyn Inheritance (The Plantagenet and Tudor Novels, #10)",eng
1538,22501028,Anne Tyler,2015.0,A Spool of Blue Thread,eng
1539,30555488,Colson Whitehead,2016.0,The Underground Railroad,eng
1540,106085,Melissa de la Cruz,2007.0,"Masquerade (Blue Bloods, #2)",eng
1541,8685612,Julie Kagawa,2011.0,"The Iron Queen (The Iron Fey, #3)",eng
1542,16034964,Cora Carmack,2012.0,"Losing It (Losing It, #1)",eng
1543,13573236,John Grisham,2012.0,The Racketeer,
1544,6192,J.M. Coetzee,1999.0,Disgrace,eng
1545,776407,"A.A. Milne, Ernest H. Shepard",1928.0,"The House at Pooh Corner (Winnie-the-Pooh, #2)",eng
1546,7165300,Brent Weeks,2010.0,"The Black Prism (Lightbringer, #1)",eng
1547,6976,Sue Monk Kidd,2004.0,The Mermaid Chair,eng
1548,537296,Arnold Lobel,1970.0,"Frog and Toad Are Friends (Frog and Toad, #1)",eng
1549,324277,"Lemony Snicket, Brett Helquist",2002.0,"The Carnivorous Carnival (A Series of Unfortunate Events, #9)",eng
1550,6574102,Ally Carter,2010.0,"Heist Society (Heist Society, #1)",eng
1551,29437949,B.A. Paris,2016.0,Behind Closed Doors,eng
1552,682804,Michael Shaara,1974.0,"The Killer Angels (The Civil War Trilogy, #2)",eng
1553,30274,Laurell K. Hamilton,1995.0,"Circus of the Damned (Anita Blake, Vampire Hunter, #3)",eng
1554,59264,Jonathan Stroud,2006.0,"Ptolemy's Gate (Bartimaeus, #3)",eng
1555,29981,H.G. Wells,1896.0,The Island of Dr. Moreau,eng
1556,13362536,Jennifer L. Armentrout,2012.0,"Opal (Lux, #3)",
1557,6512154,Dave Eggers,2008.0,Zeitoun,
1558,6609765,Sharon M. Draper,2010.0,Out of My Mind,eng
1559,12716010,Lauren Kate,2012.0,"Rapture (Fallen, #4)",eng
1560,8564935,Amanda Hocking,2010.0,"Switched (Trylle, #1)",eng
1561,130440,"Boris Pasternak, Max Hayward, Manya Harari, John Bayley",1957.0,Doctor Zhivago,eng
1562,22609310,Colleen Hoover,2015.0,Confess,eng
1563,15034320,Blake Crouch,2012.0,"Pines (Wayward Pines, #1)",
1564,7675,Michael Crichton,1994.0,Disclosure,
1565,12875355,P.D. James,2012.0,Death Comes to Pemberley,eng
1566,5246,Edith Wharton,1911.0,Ethan Frome,eng
1567,5205,"Jane Hamilton, Frank  Muller, C.J. Critt",1992.0,A Map of the World,eng
1568,27362503,Colleen Hoover,2016.0,It Ends with Us,eng
1569,143534,"O. Henry, Lisbeth Zwerger",1905.0,The Gift of the Magi,eng
1570,7442,Tom Wolfe,1968.0,The Electric Kool-Aid Acid Test,eng
1571,7437,"William S. Burroughs, James Grauerholz, Barry  Miles",1959.0,Naked Lunch,eng
1572,25100,"Neil Gaiman, Kelley Jones, Charles Vess, Colleen Doran, Malcolm Jones III, Steve Erickson",1991.0,Dream Country (The Sandman #3),eng
1573,5360,John Grisham,2001.0,A Painted House,eng
1574,18423,"Ursula K. Le Guin, Lech Jęczmyk",1969.0,The Left Hand of Darkness,eng
1575,3213286,"John Green, Maureen Johnson, Lauren Myracle",2008.0,Let It Snow: Three Holiday Romances,eng
1576,7912007,Stephen King,2010.0,"Full Dark, No Stars",eng
1577,20696006,Atul Gawande,2014.0,Being Mortal: Medicine and What Matters in the End,eng
1578,32439,Dean Koontz,1987.0,Intensity,eng
1579,6472246,Chelsea Handler,2010.0,Chelsea Chelsea Bang Bang,eng
1580,37793,"Henrik Ibsen, Michael   Meyer",1879.0,A Doll's House,eng
1581,12658,James A. Michener,1959.0,Hawaii,eng
1582,48328,Richard Yates,1961.0,Revolutionary Road,eng
1583,25373,"Rachel Cohn, David Levithan",2006.0,Nick & Norah's Infinite Playlist,eng
1584,18545,"Tom Stoppard, Henry Popkin",1966.0,Rosencrantz and Guildenstern Are Dead,eng
1585,9409458,Maggie Stiefvater,2011.0,"Forever (The Wolves of Mercy Falls, #3)",eng
1586,607639,Alex Garland,1996.0,The Beach,eng
1587,6617928,"Beth Hoffman, Jenna Lamia",2010.0,Saving CeeCee Honeycutt,eng
1588,10407279,Charlaine Harris,2012.0,"Deadlocked (Sookie Stackhouse, #12)",eng
1589,10579,Stephen King,2002.0,Everything's Eventual: 14 Dark Tales,eng
1590,91244,Beverly Cleary,1955.0,"Beezus and Ramona (Ramona, #1)",
1591,13667,Ursula K. Le Guin,1972.0,"The Farthest Shore (Earthsea Cycle, #3)",
1592,7667,Michael Crichton,1996.0,Airframe,eng
1593,13812,Raymond E. Feist,1982.0,"Magician: Apprentice (The Riftwar Saga, #1)",eng
1594,854757,Jennifer Crusie,2004.0,Bet Me,eng
1595,318431,Nelson Mandela,1994.0,Long Walk to Freedom,eng
1596,20707959,John Grisham,2014.0,Gray Mountain,eng
1597,122,Bryce Courtenay,1989.0,"The Power of One (The Power of One, #1)",eng
1598,29999,Dashiell Hammett,1930.0,The Maltese Falcon,eng
1599,8949352,Kristin Hannah,2011.0,Night Road,eng
1600,220970,Lee Child,1999.0,"Tripwire  (Jack Reacher, #3)",eng
1601,26329,Daniel Goleman,1995.0,Emotional Intelligence: Why It Can Matter More Than IQ,eng
1602,6585201,Jim Butcher,2010.0,"Changes (The Dresden Files, #12)",eng
1603,773951,"Munro Leaf, Robert Lawson",1936.0,The Story of Ferdinand,
1604,270805,Ellen Hopkins,2007.0,"Impulse (Impulse, #1)",eng
1605,6440,Walter Scott,1819.0,Ivanhoe,eng
1606,86663,Janet Evanovich,2004.0,"Ten Big Ones (Stephanie Plum, #10)",eng
1607,32506,Michael Connelly,1996.0,"The Poet (Jack McEvoy, #1; Harry Bosch Universe, #5)",eng
1608,7719245,Kiersten White,2010.0,"Paranormalcy (Paranormalcy, #1)",eng
1609,7351574,Mark Cotta Vaz,2010.0,"Eclipse: The Complete Illustrated Movie Companion (The Twilight Saga: The Official Illustrated Movie Companion, #3)",eng
1610,13127599,Adriana Trigiani,2012.0,The Shoemaker's Wife,eng
1611,784911,Brandon Mull,2006.0,"Rise of the Evening Star (Fablehaven, #2)",
1612,10305231,"Nora Roberts, MacLeod Andrews",2011.0,"The Next Always (Inn BoonsBoro, #1)",
1613,2195464,"Haruki Murakami, Philip Gabriel",2007.0,What I Talk About When I Talk About Running,eng
1614,8680278,Jenny Han,2011.0,"We'll Always Have Summer (Summer, #3)",eng
